tag,country_name,state,population_relevant,incorporated,military_law,technology_factor,existing_modifier_factor,native_conscription_rate,native_max_capacity,allocated_target,implemented_capacity,shortfall,shortfall_reason,temporary_modifier_candidate,confidence,notes
TUG,Touggourt,STATE_EAST_SAHARA,11600,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=46400; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
TUN,Tunis,STATE_TUNISIA,334652,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,8,10,8,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1315008; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
TUR,Ottoman Empire,STATE_ADANA,92577,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=368409; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_ALBANIA,315802,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1263208; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_ALEPPO,151500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=593000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_ANKARA,395278,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,9,9,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1579415; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_ATTICA,159398,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=637592; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_AYDIN,252944,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1003276; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_BOSNIA,216125,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=864500; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_BULGARIA,218602,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=874408; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_CRETE,34998,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=139992; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_CYPRUS,38006,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=148665; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_DIYARBAKIR,179558,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=712235; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_DOBRUDJA,57987,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=231948; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_DONGOLA,9751,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=27504; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_EASTERN_SERBIA,133939,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=535757; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_EASTERN_THRACE,341247,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,8,8,8,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1342988; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_EAST_AEGEAN_ISLANDS,23496,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=93984; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_ERITREA,36315,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=143160; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_ERZURUM,221586,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=880846; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_HUDAVENDIGAR,260841,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1038367; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_KARS,48350,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=189700; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_KASTAMONU,194754,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=774816; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_KONYA,200753,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=801714; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_KOSOVO,77223,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=308893; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_LEBANON,95750,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=378000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_LOWER_EGYPT,686395,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,16,26,16,10,LAW,NO,MEDIUM_HIGH_STATIC,Total population=2670504; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
TUR,Ottoman Empire,STATE_MACEDONIA,111751,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=446104; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_MATRUH,5512,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=22050; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_MIDDLE_EGYPT,293977,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1157903; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_MONTENEGRO,42749,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=170996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_NORTHERN_THRACE,213402,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=853608; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_PALESTINE,93500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=370500; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_PELOPONNESE,55499,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=221996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_SINAI,5179,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=20616; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_SKOPIA,184223,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=736892; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_SYRIA,136800,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=540200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_THESSALIA,282976,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1131904; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_TRABZON,231744,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=913612; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_TRANSJORDAN,10100,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=40000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_UPPER_EGYPT,98911,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=391745; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_WESTERN_SERBIA,128063,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=512254; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUR,Ottoman Empire,STATE_WESTERN_THRACE,183602,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=732608; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
TUS,Tuscany,STATE_TUSCANY,408099,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,4,2,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1632396; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
UBD,United Baltic Provinces,STATE_RIGA,121296,YES,law_professional_army,1.0,starting_amendment=+0.1,0.011000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=485946; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
UBD,United Baltic Provinces,STATE_TALINN,78080,YES,law_professional_army,1.0,starting_amendment=+0.1,0.011000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=312840; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
UBD,United Baltic Provinces,STATE_TARTU,77665,YES,law_professional_army,1.0,starting_amendment=+0.1,0.011000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=311221; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
UNT,United Tribes,STATE_NORTH_ISLAND,13750,YES,law_peasant_levies,1.0,NONE,0.040000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=55000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_CONNECTICUT,49807,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=199228; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_DELAWARE,24782,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=96524; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_DISTRICT_OF_COLUMBIA,32360,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=121625; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_GEORGIA,213686,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=598574; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_MAINE,99307,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=397228; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_MARYLAND,104368,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=359005; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_MASSACHUSETTS,211820,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=847280; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_NEW_HAMPSHIRE,69825,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=279300; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_NEW_JERSEY,86798,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=347192; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_NEW_YORK,555250,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,13,35,13,22,TECH,NO,MEDIUM_HIGH_STATIC,Total population=2221000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
USA,America,STATE_NORTH_CAROLINA,240751,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=740144; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_PENNSYLVANIA,375075,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,9,9,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1500300; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_RHODE_ISLAND,26205,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=104820; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_SOUTH_CAROLINA,226820,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=588588; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_VERMONT,70712,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=282848; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_VIRGINIA,282718,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=818796; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
USA,America,STATE_WEST_VIRGINIA,56721,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=208805; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
UZH,Uly Zhuz,STATE_SYRDARYA,49186,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=196745; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
VEN,Venice,STATE_DALMATIA,99450,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=397800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
VEN,Venice,STATE_IONIAN_ISLANDS,47101,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=188404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
VEN,Venice,STATE_ISTRIA,170024,YES,law_professional_army,1.0,church_law=-0.4,0.006000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=680096; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
VEN,Venice,STATE_MONTENEGRO,5682,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=22728; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
VEN,Venice,STATE_SOUTH_TYROL,122750,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=491000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
VEN,Venice,STATE_VENETIA,464299,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,5,2,3,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1857196; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
VEN,Venice,STATE_WEST_AEGEAN_ISLANDS,20101,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=80404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.
WAD,Wadai,STATE_CHAD,35515,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=134060; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.
WAD,Wadai,STATE_WADDAI,49500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,12,1,11,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=186000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.
