tag,country_name,state,population_relevant,incorporated,military_law,technology_factor,existing_modifier_factor,native_conscription_rate,native_max_capacity,allocated_target,implemented_capacity,shortfall,shortfall_reason,temporary_modifier_candidate,confidence,notes,true_native_formula_rate,true_native_raw,true_native_max_capacity,r1_allocated
TRN,Transvaal,STATE_TRANSVAAL,17548,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=60192; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.175480,1,0
TRS,Transylvania,STATE_NORTHERN_TRANSYLVANIA,304742,YES,law_professional_army,1.0,NONE,0.010000,3,15,0,15,STRUCTURAL,NO,MEDIUM_HIGH_STATIC,Total population=1015808; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,3.047420,4,0
TRS,Transylvania,STATE_SOUTHERN_TRANSYLVANIA,313978,YES,law_professional_army,1.0,NONE,0.010000,3,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1046596; workforce formula applies base/pop-type ratio plus law_women_own_property; law cap=50; techs=NONE.,0.010000,3.139780,4,0
TUG,Touggourt,STATE_EAST_SAHARA,11600,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,2,0,2,POPULATION,NO,MEDIUM_HIGH_STATIC,Total population=46400; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,0.464000,1,1
TUN,Tunis,STATE_TUNISIA,334652,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,8,10,8,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1315008; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,13.386080,14,10
TUR,Ottoman Empire,STATE_ADANA,92577,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=368409; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.703080,4,0
TUR,Ottoman Empire,STATE_ALBANIA,315802,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1263208; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,12.632080,13,13
TUR,Ottoman Empire,STATE_ALEPPO,151500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=593000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,6.060000,7,0
TUR,Ottoman Empire,STATE_ANKARA,395278,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,9,9,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1579415; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,15.811120,16,16
TUR,Ottoman Empire,STATE_ATTICA,159398,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=637592; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,6.375920,7,0
TUR,Ottoman Empire,STATE_AYDIN,252944,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1003276; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,10.117760,11,11
TUR,Ottoman Empire,STATE_BOSNIA,216125,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=864500; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.645000,9,9
TUR,Ottoman Empire,STATE_BULGARIA,218602,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=874408; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.744080,9,9
TUR,Ottoman Empire,STATE_CRETE,34998,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=139992; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.399920,2,0
TUR,Ottoman Empire,STATE_CYPRUS,38006,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=148665; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.520240,2,0
TUR,Ottoman Empire,STATE_DIYARBAKIR,179558,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=712235; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.182320,8,0
TUR,Ottoman Empire,STATE_DOBRUDJA,57987,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=231948; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.319480,3,0
TUR,Ottoman Empire,STATE_DONGOLA,9751,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=27504; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.390040,1,0
TUR,Ottoman Empire,STATE_EASTERN_SERBIA,133939,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=535757; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,5.357560,6,0
TUR,Ottoman Empire,STATE_EASTERN_THRACE,341247,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,8,8,8,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1342988; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,13.649880,14,14
TUR,Ottoman Empire,STATE_EAST_AEGEAN_ISLANDS,23496,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=93984; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.939840,1,0
TUR,Ottoman Empire,STATE_ERITREA,36315,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=143160; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.452600,2,0
TUR,Ottoman Empire,STATE_ERZURUM,221586,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=880846; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.863440,9,8
TUR,Ottoman Empire,STATE_HUDAVENDIGAR,260841,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1038367; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,10.433640,11,11
TUR,Ottoman Empire,STATE_KARS,48350,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=189700; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.934000,2,0
TUR,Ottoman Empire,STATE_KASTAMONU,194754,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=774816; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.790160,8,0
TUR,Ottoman Empire,STATE_KONYA,200753,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=801714; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.030120,9,0
TUR,Ottoman Empire,STATE_KOSOVO,77223,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=308893; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.088920,4,0
TUR,Ottoman Empire,STATE_LEBANON,95750,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=378000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.830000,4,0
TUR,Ottoman Empire,STATE_LOWER_EGYPT,686395,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,16,26,16,10,LAW,NO,MEDIUM_HIGH_STATIC,Total population=2670504; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,27.455800,25,25
TUR,Ottoman Empire,STATE_MACEDONIA,111751,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=446104; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.470040,5,0
TUR,Ottoman Empire,STATE_MATRUH,5512,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=22050; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.220480,1,0
TUR,Ottoman Empire,STATE_MIDDLE_EGYPT,293977,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,7,7,7,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1157903; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,11.759080,12,12
TUR,Ottoman Empire,STATE_MONTENEGRO,42749,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=170996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.709960,2,0
TUR,Ottoman Empire,STATE_NORTHERN_THRACE,213402,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=853608; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.536080,9,0
TUR,Ottoman Empire,STATE_PALESTINE,93500,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=370500; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.740000,4,0
TUR,Ottoman Empire,STATE_PELOPONNESE,55499,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=221996; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.219960,3,0
TUR,Ottoman Empire,STATE_SINAI,5179,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=20616; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.207160,1,0
TUR,Ottoman Empire,STATE_SKOPIA,184223,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=736892; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.368920,8,0
TUR,Ottoman Empire,STATE_SYRIA,136800,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=540200; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,5.472000,6,0
TUR,Ottoman Empire,STATE_THESSALIA,282976,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1131904; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,11.319040,12,12
TUR,Ottoman Empire,STATE_TRABZON,231744,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=913612; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,9.269760,10,10
TUR,Ottoman Empire,STATE_TRANSJORDAN,10100,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=40000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.404000,1,0
TUR,Ottoman Empire,STATE_UPPER_EGYPT,98911,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=391745; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.956440,4,0
TUR,Ottoman Empire,STATE_WESTERN_SERBIA,128063,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,3,3,3,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=512254; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,5.122520,6,0
TUR,Ottoman Empire,STATE_WESTERN_THRACE,183602,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,4,4,4,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=732608; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,7.344080,8,0
TUS,Tuscany,STATE_TUSCANY,408099,YES,law_professional_army,1.0,church_law=-0.4,0.006000,2,4,2,2,LAW,NO,MEDIUM_HIGH_STATIC,Total population=1632396; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.010000,4.080990,5,4
UBD,United Baltic Provinces,STATE_RIGA,121296,YES,law_professional_army,1.0,starting_amendment=+0.1,0.011000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=485946; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,1.212960,2,0
UBD,United Baltic Provinces,STATE_TALINN,78080,YES,law_professional_army,1.0,starting_amendment=+0.1,0.011000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=312840; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.780800,1,0
UBD,United Baltic Provinces,STATE_TARTU,77665,YES,law_professional_army,1.0,starting_amendment=+0.1,0.011000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=311221; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.776650,1,0
UNT,United Tribes,STATE_NORTH_ISLAND,13750,YES,law_peasant_levies,1.0,NONE,0.040000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=55000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.550000,1,0
USA,America,STATE_CONNECTICUT,49807,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=199228; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.992280,2,0
USA,America,STATE_DELAWARE,24782,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=96524; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,0.991280,1,0
USA,America,STATE_DISTRICT_OF_COLUMBIA,32360,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=121625; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.294400,2,0
USA,America,STATE_GEORGIA,213686,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=598574; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.547440,9,9
USA,America,STATE_MAINE,99307,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=397228; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.972280,4,0
USA,America,STATE_MARYLAND,104368,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=359005; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,4.174720,5,0
USA,America,STATE_MASSACHUSETTS,211820,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=847280; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,8.472800,9,0
USA,America,STATE_NEW_HAMPSHIRE,69825,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=279300; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.793000,3,0
USA,America,STATE_NEW_JERSEY,86798,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,2,2,2,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=347192; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,3.471920,4,0
USA,America,STATE_NEW_YORK,555250,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,13,35,13,22,TECH,NO,MEDIUM_HIGH_STATIC,Total population=2221000; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE. Country-level residual recorded once; no unit attempted above state capacity.,0.040000,22.210000,23,23
USA,America,STATE_NORTH_CAROLINA,240751,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=740144; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,9.630040,10,10
USA,America,STATE_PENNSYLVANIA,375075,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,9,9,9,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=1500300; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,15.003000,16,16
USA,America,STATE_RHODE_ISLAND,26205,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=104820; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.048200,2,0
USA,America,STATE_SOUTH_CAROLINA,226820,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,5,5,5,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=588588; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,9.072800,10,10
USA,America,STATE_VERMONT,70712,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=282848; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.828480,3,0
USA,America,STATE_VIRGINIA,282718,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,6,6,6,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=818796; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,11.308720,12,12
USA,America,STATE_WEST_VIRGINIA,56721,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,1,1,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=208805; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,2.268840,3,0
UZH,Uly Zhuz,STATE_SYRDARYA,49186,YES,law_peasant_levies,1.0,church_law=-0.4,0.024000,1,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=196745; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=25; techs=NONE.,0.040000,1.967440,2,0
VEN,Venice,STATE_DALMATIA,99450,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=397800; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.994500,1,0
VEN,Venice,STATE_IONIAN_ISLANDS,47101,YES,law_professional_army,1.0,church_law=-0.4,0.006000,0,0,0,0,NONE,NO,MEDIUM_HIGH_STATIC,Total population=188404; workforce formula applies base/pop-type ratio plus law_no_womens_rights; law cap=50; techs=NONE.,0.010000,0.471010,1,0
